id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),,
SlaT-3259-n5,cura,v#v-w314_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3260-n2,addo,v#v-w443_MPf18_MP,addo-02,v#00182406,87401,"ACT, ADDR, PAT","in sententiam non addidisti, uti prius verberibus in eos animadvorteretur",,,,,,
SlaT-3260-n9,animadverto,v#v-w914_MPf2_MP,animaduerto-13,v#02499629,88974,"ACT, PAT",uti prius verberibus in eos animadvorteretur,,,,,,
SlaT-3261-n1,veto,v#v-w693_MPf2_MP,ueto-01,v#00795863,130065,"ACT, PAT",lex Porcia vetat,,,,,,
SlaT-3262-n2,iubeo,v#v-w563_MPf2_MP,iubeo-01,v#00715868,109152,"ACT, PAT",aliae leges item condemnatis civibus [...] exilium permitti iubent,,,,,,
SlaT-3262-n9,eripio,v#v-w588_MPf13_MP,eripio-04,v#00571596,101432,"ACT, ORIG, PAT",animam eripi,,,,,,
SlaT-3262-n8,condemno,v#v-w1312_MPf2_MP,condemno-05,v#00906367,95638,"ACT, PAT",condemnatis civibus,,,,,,
SlaT-3262-n12,permitto,v#v-w107_MPf9_MP,permitto-01,v#00802946,117085,"ACT, EFF, PAT",exilium permitti,,,,,,
SlaT-3263-n1,sum,v#v-w2_MPf107_MP,have-mod-91,,,,,,,,,,
3263a3,sum,v#v-w2_MPf107_MP,have-mod-91,,,,,,,,,,
SlaT-3263-n4,neco,v#v-w1208_MPf5_MP,neco-03,v#01323958,113514,"ACT, PAT",gravius est verberari quam necari,,,,,,
SlaT-3263-n5,verbero,v#v-w1371_MPf1_MP,uerbero-06,v#01411085,129854,"ACT, PAT",gravius est verberari quam necari,,,,,,
SlaT-3264-n2,sum,v#v-w2_MPf99_MP,exist-91,,,,,,,,,,
SlaT-3264-n9,convinco,v#v-w94_MPf5_MP,conuinco-06,v#00906367,96464,"ACT, PAT, REG",homines tanti facinoris convictos,,,,,,
SlaT-3265-n1,convenio,v#v-w93_MPf32_MP,conuenio-03,v#00805376,96424,"ACMP, ACT",qui convenit in minore negotio legem timere,,,,,,
3265a1,addo,v#v-w443_MPf18_MP,addo-02,v#00182406,87401,"ACT, ADDR, PAT","in sententiam non addidisti, uti prius verberibus in eos animadvorteretur",,,,,,
3265a5,animadverto,v#v-w914_MPf2_MP,animaduerto-13,v#02499629,88974,"ACT, PAT",uti prius verberibus in eos animadvorteretur,,,,,,
SlaT-3265-n3,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
SlaT-3265-n6,timeo,v#v-w567_MPf2_MP,timeo-01,v#01780202,128264,"ACT, PAT",qui convenit in minore negotio legem timere,,,,,,
SlaT-3265-n10,neglego,v#v-w1164_MPf2_MP,neglego-NEW-01,v#00616857,113552,"ACT, PAT",cum eam in maiore neglexeris,give little or no attention to,,,,,
SlaT-3266-n2,reprehendo,v#v-w1124_MPf2_MP,reprehendo-05,v#00826201,122680,"ACT, PAT",quis reprehendet quod in parricidas rei publicae decretum erit,,,,,,
SlaT-3266-n5,decerno,v#v-w635_MPf10_MP,decerno-02,v#00697589,98047,"ACT, PAT",quod in parricidas rei publicae decretum erit,,,,,,
3267a1,reprehendo,v#v-w1124_MPf3_MP,reprehendo-05,v#00826201,122680,"ACT, PAT",quis reprehendet quod in parricidas rei publicae decretum erit,,,,,,
SlaT-3267-n5,moderor,v#v-w1184_MPf2_MP,moderor-09,v#02442205,112524,"ACT, PAT",lubido gentibus moderatur,,,,,,
SlaT-3267-n6,libido,v#v-w1112_MPf9_MP,,,,,,,NON-EVENT,,,,
SlaT-3268-n1,accido^cado,v#v-w120_MPf12_MP,accido-01,v#00339934,87112,"ACT, ADDR",illis merito accidet quicquid evenerit,,,,,,
SlaT-3268-n4,evenio,v#v-w724_MPf5_MP,euenio-01,v#00339934,101603,ACT,quicquid evenerit,,,,,,
SlaT-3269-n1,considero,v#v-w27_MPf11_MP,considero-03,v#00711715,96054,"ACT, PAT","quid in alios statuatis, considerate",,,,,,
SlaT-3269-n5,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3269-n6,statuo,v#v-w624_MPf5_MP,statuo-06,v#00699815,125614,"ACT, PAT","quid in alios statuatis, considerate",,,,,,
SlaT-3270-n1,orior,v#v-w612_MPf3_MP,orior-10,v#02625786,115264,ACT,mala exempla ex rebus bonis orta sunt,,,,,,
SlaT-3271-n2,transfero,v#v-w716_MPf5_MP,transfero-08,v#01435380,128593,"ACT, DIR1, DIR3, PAT",novom illud exemplum ab dignis et idoneis ad indignos et non idoneos transfertur,,,,,,
SlaT-3271-n3,pervenio,v#v-w79_MPf29_MP,peruenio-07,v#02020590,117445,"ACT, DIR3",imperium ad ignaros eius aut minus bonos pervenit,,,,,,
SlaT-3271-n6,ignarus,v#v-w1372_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3272-n1,impono,v#v-w369_MPf9_MP,impono-15,v#02392762,106633,"ACT, ADDR, PAT",Lacedaemonii devictis Atheniensibus triginta viros inposuere,,,,,,
SlaT-3272-n3,devinco,v#v-w1373_MPf1_MP,deuinco-01,v#01108148,99099,"ACT, PAT",devictis Atheniensibus,,,,,,
SlaT-3272-n7,tracto,v#v-w745_MPf2_MP,tracto-07,v#01224415,128512,"ACT, PAT",qui rem publicam eorum tractarent,,,,,,
SlaT-3273-n1,coepio,v#v-w575_MPf4_MP,coepio-01,v#00345761,94695,"ACT, PAT",ii primo coepere pessumum quemque et omnibus invisum indemnatum necare,,,,,,
SlaT-3273-n4,neco,v#v-w1208_MPf6_MP,neco-03,v#01323958,113514,"ACT, PAT",pessumum quemque et omnibus invisum indemnatum necare,,,,,,
SlaT-3273-n8,invideo,v#v-w889_MPf3_MP,inuideo-NEW-05,v#01774136,108841,"ACT, PAT",pessumum quemque et omnibus invisum indemnatum necare,dislike intensely; feel antipathy or aversion towards,,,,,
SlaT-3274-n3,laetor,v#v-w926_MPf3_MP,laetor-02,v#01813884,109736,"ACT, PAT",ea populus laetari,,,,,,
SlaT-3274-n5,dico,v#v-w9_MPf48_MP,dico2-08/dico2-18,v#00941990/v#01009240,99302,"ACT, PAT",merito dicere fieri,,merge,,,,
SlaT-3274-n6,fio,v#v-w565_MPf7_MP,fio-02,v#00339934,103328,ACT,merito dicere fieri,,,,,,
SlaT-3275-n3,cresco,v#v-w648_MPf3_MP,cresco-03,v#00230746,96925,ACT,licentia crevit,,,,,,
SlaT-3275-n5,licentia,v#v-w1187_MPf2_MP,,,,,,,NON-EVENT,,,,
SlaT-3275-n6,interficio,v#v-w604_MPf4_MP,interficio-01,v#01323958,108471,"ACT, PAT",bonos et malos lubidinose interficere,,,,,,
SlaT-3275-n12,terreo,v#v-w668_MPf2_MP,terreo-03,v#01780941,127920,"ACT, PAT",ceteros metu terrere,,,,,,
SlaT-3276-n1,do,v#v-w72_MPf19_MP,do-poenas-NEW-01,,,,civitas servitute oppressa stultae laetitiae gravis poenas dedit,suffer punishment,,,or castigo-06 PASS?,,
SlaT-3276-n4,opprimo,v#v-w703_MPf5_MP,opprimo-09,v#01447257,115131,"ACT, PAT",civitas servitute oppressa,,,,,,
SlaT-3277-n1,laudo,v#v-w594_MPf5_MP,laudo-04/laudo-05,v#00860620/v#00880780,110078,"ACT, PAT",quis non factum eius laudabat?,,merge,,,,
SlaT-3277-n2,memoria,v#v-w1107_MPf4_MP,,,,,,,NON-EVENT,,,,
SlaT-3277-n4,iubeo,v#v-w563_MPf2_MP,iubeo-01,v#00715868,109152,"ACT, PAT",Sulla cum Damasippum [...] iugulari iussit,,,,,,
SlaT-3277-n6,victor,v#v-w1172_MPf1_MP,uinco-05,v#01108148,130232,"ACT, PAT",,,,,,,
SlaT-3277-n7,jugulo,v#v-w1220_MPf2_MP,iugulo-07/iugulo-10,v#01323958/v#02482425,109198,"ACT, PAT",Sulla cum Damasippum [...] iugulari iussit,,merge,,,,
SlaT-3277-n13,cresco,v#v-w648_MPf4_MP,cresco-01,v#00155547,96925,ACT,qui malo rei publicae creverant,,,,does not match with same frame elsewhere,,
SlaT-3277-n20,facio,v#v-w76_MPf45_MP,facio-23,v#01712704,102758,"ACT, PAT",quis non factum eius laudabat?,,,,,,
SlaT-3278-n1,ajo,v#v-w555_MPf2_MP,aio-NEW-16,v#01016002,88191,"ACT, PAT",homines scelestos et factiosos[...] merito necatos aiebant,report or mantain,,,,,
SlaT-3278-n2,neco,v#v-w1208_MPf7_MP,neco-03,v#01323958,113514,"ACT, PAT",homines scelestos et factiosos[...] merito necatos aiebant,,,,,,
SlaT-3278-n7,exagito,v#v-w1200_MPf3_MP,exagito-18,v#02585489,101746,"ACT, PAT",qui seditionibus rem publicam exagitaverant,,,,does not match with same frame elsewhere,,
SlaT-3278-n9,seditio,v#v-w1303_MPf1_MP,surgo-15,v#02583139,126307,"ACT, ADDR",qui seditionibus rem publicam exagitaverant,,EVENT,,"verb sed- something does not exist. Could have been insurgo-NEW-01, but surgo was already available.",,
SlaT-3279-n2,sum,v#v-w2_MPf98_MP,identity-91,,,,ea res magnae initium cladis fuit,,,,"identity-91 is generic. Other options: have-start-91 (but in the guidelines it is intended as the location from where a movement starts) or have-role-91 (but it seems more human-related, like a profession). More or less it means something like have-function-91, which does not exist.",,
SlaT-3280-n1,do,v#v-w72_MPf26_MP,do-operam-NEW-01,v#02549581,,"ACT, PAT","dabat operam, uti is in proscriptorum numero esset",take charge of or deal with,,,,,
SlaT-3280-n3,concupio,v#v-w1168_MPf2_MP,concupio-01,v#01828405,94760,"ACT, PAT",vas aut vestimentum alicuius concupiverat,,,,,,
SlaT-3280-n13,sum,v#v-w2_MPf128_MP,have-place-91,,,,,,,,,,
SlaT-3280-n16,proscribo,v#v-w1319_MPf2_MP,proscribo-04,v#02480923,120052,"ACT, PAT",in proscriptorum numero,,EVENT,,"proscribe, outlaw one, by hanging up a tablet with his name and sentence of outlawry, confiscation of goods, etc.",,
SlaT-3281-n3,traho,v#v-w196_MPf13_MP,traho-27,v#02677797,128552,"ACT, DIR1, DIR3, PAT",ipsi trahebantur,,,,,,
SlaT-3281-n6,sum,v#v-w2_MPf227_MP,exist-91,,,,,,,,,,
SlaT-3281-n14,sum,v#v-w2_MPf115_MP,doppio dativo?,,,,,,,,,,
SlaT-3281-n23,jugulo,v#v-w1220_MPf3_MP,iugulo-07/iugulo-10,v#01323958/v#02482425,109198,"ACT, PAT",finis iugulandi fuit,,merge,,,,
SlaT-3281-n17,expleo,v#v-w880_MPf4_MP,expleo-02,v#00452512,102194,"ACT, MEANS, PAT",Sulla omnis suos divitiis explevit,,,,,,
SlaT-3282-n3,vereor,v#v-w711_MPf3_MP,uereor-04,v#01780202,129863,"ACT, PAT",ego haec non [...] vereor,,,,,,
SlaT-3282-n14,sum,v#v-w2_MPf102_MP,have-mod-91,,,,,,,,,,
SlaT-3283-n1,credo,v#v-w146_MPf12_MP,credo-02,v#00683280,96881,"ACT, PAT",falsum aliquid pro vero credi,,,,,,
SlaT-3283-n7,sum,v#v-w2_MPf102_MP,have-place-91,,,,,,,,,,
SlaT-3284-n2,educo^educere,v#v-w410_MPf18_MP,educo2-NEW-09,v#01995211,100589,"ACT, ORIG, PAT",consul gladium eduxerit,"bring, take, or pull out of a container or from under a cover",,,,,
SlaT-3284-n9,statuo,v#v-w624_MPf6_MP,statuo-06,v#00699815,125614,"ACT, PAT",quis illi finem statuet?,,,,,,
SlaT-3284-n13,moderor,v#v-w1184_MPf3_MP,moderor-10,v#02510337,112524,"ACT, PAT",quis moderabitur?,,,,,,
SlaT-3285-n1,egeo,v#v-w1109_MPf4_MP,egeo-04,v#02632353,100701,"ACT, PAT",maiores nostri [...] neque consili neque audaciae unquam eguere,,,,,,
SlaT-3285-n5,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3285-n8,consilium,v#v-w316_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3286-n2,obsto,v#v-w718_MPf2_MP,obsto-09,v#02557199,114464,"ACT, PAT","illis superbia obstabat, quo minus aliena instituta [...] imitarentur",,,,,,
SlaT-3286-n7,imitor,v#v-w757_MPf2_MP,imitor-01,v#01742886,106364,"ACT, PAT","aliena instituta, si modo proba erant, imitarentur",,,,,,
SlaT-3286-n9,alienus,v#v-w1336_MPf3_MP,,,,,,,NON-EVENT,,,,
SlaT-3286-n10,sum,v#v-w2_MPf99_MP,have-mod-91,,,,,,,,,,
3287a1,sumo,v#v-w14_MPf16_MP,sumo-05,v#00601822,126707,"ACT, PAT",insignia magistratuum ab Tuscis pleraque sumpserunt,,,,,,
SlaT-3287-n7,sumo,v#v-w14_MPf16_MP,sumo-05,v#00601822,126707,"ACT, PAT",insignia magistratuum ab Tuscis pleraque sumpserunt,,,,,,
SlaT-3288-n1,exsequor,v#v-w848_MPf3_MP,exsequor-11,v#02560767,102311,"ACT, PAT","quod [...] idoneum videbatur, cum summo studio domi exsequebantur",,,,,,
SlaT-3288-n3,video,v#v-w16_MPf43_MP,uideo-10,v#02133435,130163,"ACT, EFF, PAT",quod ubique apud socios aut hostis idoneum videbatur,,,passive,,,
SlaT-3288-n9,idoneus,v#v-w273_MPf5_MP,,,,,,,NON-EVENT,,,,
SlaT-3288-n10,studium,v#v-w59_MPf6_MP,,,,,,,NON-EVENT,,,,
SlaT-3289-n1,imitor,v#v-w757_MPf4_MP,imitor-01,v#01742886,106364,"ACT, PAT",imitari quam invidere bonis malebant,,,,does not match with same frame elsewhere,,
SlaT-3289-n2,invideo,v#v-w889_MPf2_MP,inuideo-02,v#01827619,108841,"ACT, PAT",imitari quam invidere bonis malebant,,,,,,
SlaT-3290-n3,animadverto,v#v-w914_MPf3_MP,animaduerto-13,v#02499629,88974,"ACT, PAT",verberibus animadvortebant in civis,,,,,,
SlaT-3290-n7,imitor,v#v-w757_MPf2_MP,imitor-01,v#01742886,106364,"ACT, PAT",morem imitati,,,,,,
SlaT-3290-n12,sumo,v#v-w14_MPf22_MP,sumo-NEW-22,v#02499629,126707,"ACT, PAT",de condemnatis summum supplicium sumebant,impose a penalty on; inflict punishment on,,,,,
SlaT-3290-n13,condemno,v#v-w1312_MPf3_MP,condemno-06,v#00906735,95638,"ACT, PAT",de condemnatis summum supplicium sumebant,,,,,,
SlaT-3290-n14,supplicium,v#v-w1159_MPf3_MP,,,,,,,NON-EVENT,,,,
SlaT-3291-n1,paro,v#v-w572_MPf14_MP,paro-11,v#02327200,116061,"ACT, PAT",lex Porcia aliaeque leges paratae sunt,,,,,,
SlaT-3291-n3,adolesco,v#v-w1209_MPf2_MP,adolesco2-06,v#02540347,87605,ACT,res publica adolevit,,,,,,
SlaT-3291-n6,valeo,v#v-w622_MPf4_MP,ualeo-07,v#02536557,129509,ACT,multitudine civium factiones valvere,,,,,,
3291a2,coepio,v#v-w575_MPf4_MP,coepio-01,v#00345761,94695,"ACT, PAT",alia huiusce modi fieri coepere,,,,,,
SlaT-3291-n10,circumvenio,v#v-w838_MPf4_MP,circumuenio-10,v#02500619,94300,"ACT, PAT",circumueniri innocentes,,,,,,
SlaT-3291-n12,coepio,v#v-w575_MPf4_MP,coepio-01,v#00345761,94695,"ACT, PAT",alia huiusce modi fieri coepere,,,,,,
SlaT-3291-n16,fio,v#v-w565_MPf17_MP,facio-23,v#01712704,102758,"ACT, PAT",alia huiusce modi fieri coepere,,,,rivedere tutti i fio,,
SlaT-3291-n23,permitto,v#v-w107_MPf7_MP,permitto-01,v#00802946,117085,"ACT, EFF, PAT",exilium damnatis permissum est,,,,,,
SlaT-3291-n27,damno,v#v-w654_MPf2_MP,damno-07,v#00906735,97897,"ACT, PAT",exilium damnatis permissum est,,,,,,
SlaT-3292-n1,puto,v#v-w145_MPf13_MP,puto-09,v#00689344,120610,"ACT, PAT",ego hanc causam [...] in primis magnam puto,,,,,,
SlaT-3292-n3,causa,v#v-w258_MPf3_MP,,,,,,,NON-EVENT,,,,
SlaT-3292-n6,conscribo,v#v-w859_MPf5_MP,conscribo-07,v#02471327,95999,"ACT, PAT",patres conscripti,,,,,,
SlaT-3292-n8,capio,v#v-w106_MPf11_MP,capio-06,v#00674607,92686,"ACT, PAT",quo minus novom consilium capiamus,,,,"capio e facio: problema dei light verb construction. casi come dare poenas in cui è lessicalizzata abbastanza per  usare un altro verbo o creare una nuova entrata, e casi come questo (prendere provvedimenti, dove non lo è)",questo capio 06 è per il rotto della cuffia,
SlaT-3292-n9,consilium,v#v-w316_MPf1_MP,,,,,,,NON-EVENT,,,,
SlaT-3293-n1,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,"in realtà sarebbe un have-degree-91, sommando have-mod + maior",,
SlaT-3293-n16,facio,v#v-w76_MPf24_MP,facio-14,v#01617192,102758,"ACT, EFF, PAT",qui ex parvis opibus tantum imperium fecere,,,,,,
3293a1,sum,v#v-w2_MPf104_MP,have-mod-91,,,,,,,,"in realtà sarebbe il secondo ARG di have-degree-91, sommando have-mod + maior",,
SlaT-3293-n9,retineo,v#v-w248_MPf4_MP,retineo-05,v#02679899,122776,"ACT, PAT","nobis, qui ea bene parta vix retinemus",,,,,,
SlaT-3293-n12,pario,v#v-w746_MPf3_MP,pario2-08,v#02238770,116052,"ACT, PAT",ea bene parta,,,,,,
SlaT-3294-n1,placeo,v#v-w585_MPf7_MP,placeo-07,v#02291135,118010,"ACT, BEN",placet eos demitti et augeri exercitum Catilinae,,,,,,
SlaT-3294-n4,dimitto,v#v-w649_MPf10_MP,dimitto-13,v#02421374,99509,"ACT, PAT",placet eos demitti et augeri exercitum Catilinae,,,,,,
SlaT-3294-n6,augeo,v#v-w395_MPf10_MP,augeo-13/augeo-17/augeo-19/augeo-23,v#00229605/v#00263904/v#00434077/v#00555084,90673,"ACT, PAT",augeri exercitum Catilinae,,merge,,,,
3295a1,placeo,v#v-w585_MPf7_MP,placeo-07,v#02291135,118010,"ACT, BEN",placet eos demitti et augeri exercitum Catilinae,,,,,,
3295a4,dimitto,v#v-w649_MPf10_MP,dimitto-13,v#02421374,99509,"ACT, PAT",placet eos demitti et augeri exercitum Catilinae,,,,,,
3295a5,augeo,v#v-w395_MPf10_MP,augeo-13/augeo-17/augeo-19/augeo-23,v#00229605/v#00263904/v#00434077/v#00555084,90673,"ACT, PAT",augeri exercitum Catilinae,,merge,,,,
SlaT-3296-n2,censeo,v#v-w6_MPf6_MP,censeo-15,v#01009821,93395,"ACT, PAT",ita censeo: publicandas eorum pecunias,,,,,,
3297a1,censeo,v#v-w6_MPf5_MP,censeo-15,v#01009821,93395,"ACT, PAT",ita censeo: publicandas eorum pecunias,,,,,,
SlaT-3297-n2,publico,v#v-w1374_MPf1_MP,publico-03,v#02273293,120357,"ACT, PAT",publicandas eorum pecunias,,,,,,
SlaT-3297-n6,habeo,v#v-w73_MPf18_MP,habeo-NEW-25,v#02681795,105044,"ACT, PAT, EFF",ipsos in vinculis habendos,"keep in a certain state, position, or activity; e.g.,",,,,,
SlaT-3297-n9,valeo,v#v-w622_MPf5_MP,ualeo-04,v#02204692,129509,ACT,"municipia, quae maxume opibus valent",,,,does not match with same frame elsewhere,,
3298a1,censeo,v#v-w6_MPf7_MP,censeo-15,v#01009821,93395,"ACT, PAT",ita censeo: publicandas eorum pecunias,,,,,,
SlaT-3298-n3,refero,v#v-w566_MPf11_MP,refero-09,v#00965035,122494,"ACT, PAT",quis de iis postea ad senatum referat,,,,,,
SlaT-3298-n8,ago,v#v-w250_MPf7_MP,08-06,v#00813978,88140,"ACT, PAT, REG",cum populo agat,,,,,,
3299a1,censeo,v#v-w6_MPf8_MP,censeo-15,v#01009821,93395,"ACT, PAT",ita censeo: publicandas eorum pecunias,,,,,,
SlaT-3299-n1,existimo,v#v-w591_MPf10_MP,existimo-03,v#00689344,102057,"ACT, EFF, PAT",senatum existumare eum contra rem publicam et salutem omnium facturum,,,,,,
SlaT-3299-n3,facio,v#v-w76_MPf43_MP,facio-23,v#01712704,102758,"ACT, PAT",eum contra rem publicam et salutem omnium facturum,,,,,,
SlaT-3299-n5,facio,v#v-w76_MPf43_MP,facio-23,v#01712704,102758,"ACT, PAT",qui aliter fecerit,,,,,,
